entity,annee,pub_count_publications,pub_sum_Impact_factor,pub_count_Author,pub_sum_author,pub_count_First_Author,pub_sum_first_author,pub_count_Last_Author,pub_sum_last_author,guid_count_publications,guid_sum_Impact_factor,guid_count_Author,guid_sum_author,guid_count_First_Author,guid_sum_first_author,guid_count_Last_Author,guid_sum_last_author,nombre_session_congress,cong_count_chair,cong_count_poster,cong_count_speaker,count_collab_distinct,count_collab,sum_score_collab,pub_count_publications_a-1,pub_sum_Impact_factor_a-1,pub_count_Author_a-1,pub_sum_author_a-1,pub_count_First_Author_a-1,pub_sum_first_author_a-1,pub_count_Last_Author_a-1,pub_sum_last_author_a-1,guid_count_publications_a-1,guid_sum_Impact_factor_a-1,guid_count_Author_a-1,guid_sum_author_a-1,guid_count_First_Author_a-1,guid_sum_first_author_a-1,guid_count_Last_Author_a-1,guid_sum_last_author_a-1,nombre_session_congress_a-1,cong_count_chair_a-1,cong_count_poster_a-1,cong_count_speaker_a-1,count_collab_distinct_a-1,count_collab_a-1,sum_score_collab_a-1,pub_count_publications_a-2,pub_sum_Impact_factor_a-2,pub_count_Author_a-2,pub_sum_author_a-2,pub_count_First_Author_a-2,pub_sum_first_author_a-2,pub_count_Last_Author_a-2,pub_sum_last_author_a-2,guid_count_publications_a-2,guid_sum_Impact_factor_a-2,guid_count_Author_a-2,guid_sum_author_a-2,guid_count_First_Author_a-2,guid_sum_first_author_a-2,guid_count_Last_Author_a-2,guid_sum_last_author_a-2,nombre_session_congress_a-2,cong_count_chair_a-2,cong_count_poster_a-2,cong_count_speaker_a-2,count_collab_distinct_a-2,count_collab_a-2,sum_score_collab_a-2,ranking
Peng Jiao,2025-01-01,2,3.3,2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0.794854774631481,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.59263695989402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12064
Peng Jin,2023-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,85,86,5.87451931874181,1,5.7,1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.442762575321456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8735
Peng Jin,2024-01-01,2,8.6,2,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.455854339187596,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,85,86,5.87451931874181,1,5.7,1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.442762575321456,10436
Peng Jin,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.6,2,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.455854339187596,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,85,86,5.87451931874181,9691
Peng Li,2023-01-01,4,21.1,2,6.4,0,0,2,14.7,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.661096138123587,5,17.9,4,7.6,1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,1.75636518082242,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.16153026541485,2150
Peng Li,2024-01-01,5,8.5,3,8.3,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0.917347007310139,4,21.1,2,6.4,0,0,2,14.7,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.661096138123587,5,17.9,4,7.6,1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,1.75636518082242,1817
Peng Li,2025-01-01,8,33.9,6,30.4,1,0.1,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,59,74,3.66990485317736,5,8.5,3,8.3,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0.917347007310139,4,21.1,2,6.4,0,0,2,14.7,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.661096138123587,1947
Peng Liang,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,6.9,0,0,1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,24,34,2.7146553098065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504
Peng Liang,2024-01-01,3,44.9,1,40.8,1,4,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,26,28,1.66896561009073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,6.9,0,0,1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,24,34,2.7146553098065,7354
Peng Liang,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44.9,1,40.8,1,4,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,26,28,1.66896561009073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7719
Peng Lin,2023-01-01,5,15.7,4,15.6,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,1.03719982721916,2,2.4,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.743511640332085,2,1.7,2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1.47760188105951,4175
Peng Lin,2024-01-01,3,36.7,3,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.8797615219682,5,15.7,4,15.6,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,1.03719982721916,2,2.4,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.743511640332085,4735
Peng Lin,2025-01-01,1,3.4,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.277110102158624,3,36.7,3,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.8797615219682,5,15.7,4,15.6,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,1.03719982721916,5011
Peng Liu,2023-01-01,2,3.6,1,3.5,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.277621652078729,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.519945476501192,3,8.9,3,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2.50547833225984,3583
Peng Liu,2024-01-01,6,43.2,6,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,1.23286566752171,2,3.6,1,3.5,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.277621652078729,1,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.519945476501192,2155
Peng Liu,2025-01-01,3,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,33,1.80002679440783,6,43.2,6,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,1.23286566752171,2,3.6,1,3.5,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.277621652078729,2105
Peng Luo,2023-01-01,1,4.3,0,0,0,0,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.66627371349174e-02,5,18.9,3,8.5,0,0,2,10.4,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0.79137247108325,4,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,2.8800628015687,3869
Peng Luo,2024-01-01,1,2.5,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.135127563649218,1,4.3,0,0,0,0,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.66627371349174e-02,5,18.9,3,8.5,0,0,2,10.4,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0.79137247108325,3418
Peng Luo,2025-01-01,5,16.3,5,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,1.20181611447697,1,2.5,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.135127563649218,1,4.3,0,0,0,0,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.66627371349174e-02,3228
Peng Ren,2023-01-01,1,3.4,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.52363077501941,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.31125959246657e-02,2,6.1,2,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.783132731406347,11105
Peng Ren,2024-01-01,1,3.4,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.187011324791181,1,3.4,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.52363077501941,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.31125959246657e-02,11626
Peng Ren,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8.89007729860123e-02,1,3.4,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.187011324791181,1,3.4,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.52363077501941,12064
Peng Shen,2023-01-01,2,5.7,2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,130,10.3060998375617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504
Peng Shen,2024-01-01,2,5.8,2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,6.75050703204388,2,5.7,2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,130,10.3060998375617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6703
Peng Shen,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.8,2,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,6.75050703204388,2,5.7,2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,130,10.3060998375617,7053
Peng Song,2023-01-01,3,9.1,3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,1.37356556101593,6,13.6,5,9.8,0,0,1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,22,36,2.89298937579017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041
Peng Song,2024-01-01,1,6.3,0,0,1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.43006779103584e-02,3,9.1,3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,1.37356556101593,6,13.6,5,9.8,0,0,1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,22,36,2.89298937579017,1097
Peng Song,2025-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0,0,1,74,74,4.80090389044592,1,6.3,0,0,1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.43006779103584e-02,3,9.1,3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,1.37356556101593,1178
Peng Sun,2023-01-01,2,4.5,1,0.1,0,0,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.506742290263388,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.304809149862274,1,4.2,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.583674068663861,8735
Peng Sun,2024-01-01,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.434171573337223,2,4.5,1,0.1,0,0,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.506742290263388,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.304809149862274,10436
Peng Sun,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.434171573337223,2,4.5,1,0.1,0,0,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.506742290263388,10904
Peng Tang,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.06689157196737,12578
Peng Tang,2024-01-01,1,2.1,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12581
Peng Tang,2025-01-01,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.331715320868553,1,2.1,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12858
Peng Wang,2023-01-01,7,8.9,6,8.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.844757678615469,6,16.7,5,16.6,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,19,25,1.85982852954187,8,18.7,5,7.7,2,6.4,1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,22,22,4.3673152742134,1324
Peng Wang,2024-01-01,3,4.2,2,4.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.214048984728783,7,8.9,6,8.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.844757678615469,6,16.7,5,16.6,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,19,25,1.85982852954187,907
Peng Wang,2025-01-01,16,47.7,12,33.1,3,11.1,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,36,40,1.93997767500609,3,4.2,2,4.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.214048984728783,7,8.9,6,8.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.844757678615469,978
Peng Xiao,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.8,2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,1.18449190721867,4,6.2,2,3.6,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,2.72351094418361,7679
Peng Xiao,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.8,2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,1.18449190721867,8223
Peng Xiao,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.191879417990141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7719
Peng Xie,2023-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.20518660751934e-02,3,1.6,1,1.4,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.240487771712577,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.100377945469637,7679
Peng Xie,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.20518660751934e-02,3,1.6,1,1.4,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.240487771712577,8223
Peng Xie,2025-01-01,2,8.1,2,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.213062913094826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.20518660751934e-02,8655
Peng Xu,2023-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.15439479673214,5,22.9,5,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,1.06409318761803,3,4.8,3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,2.71818444658771,4548
Peng Xu,2024-01-01,3,0.3,2,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.447457581823971,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.15439479673214,5,22.9,5,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,1.06409318761803,5568
Peng Xu,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,2,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.447457581823971,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.15439479673214,5888
Peng Yan,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.03794596591345e-02,2,0.2,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.503560400025866,9893
Peng Yan,2024-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.03969292466145e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.03794596591345e-02,9247
Peng Yan,2025-01-01,1,2.7,0,0,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.121025547911377,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.03969292466145e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9691
Peng Yang,2023-01-01,8,38.6,4,15.4,1,3.6,3,19.6,0,0,0,0,0,0,0,0,0,0,0,0,29,33,1.90107477919198,4,11.8,4,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.307644327758676,2,2.8,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.970877030432384,2566
Peng Yang,2024-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.172090504593492,8,38.6,4,15.4,1,3.6,3,19.6,0,0,0,0,0,0,0,0,0,0,0,0,29,33,1.90107477919198,4,11.8,4,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.307644327758676,3217
Peng Yang,2025-01-01,1,6.8,1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.117769378885298,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.172090504593492,8,38.6,4,15.4,1,3.6,3,19.6,0,0,0,0,0,0,0,0,0,0,0,0,29,33,1.90107477919198,3228
Peng Yu,2023-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.55500697066797e-02,2,6.2,1,6.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.170867638756496,1,4.6,1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.704807665282105,8735
Peng Yu,2024-01-01,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0.405271341543192,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.55500697066797e-02,2,6.2,1,6.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.170867638756496,8223
Peng Yu,2025-01-01,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.118086717392077,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0.405271341543192,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.55500697066797e-02,8655
Peng Yue,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.351018420673787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12578
Peng Yue,2024-01-01,1,2.1,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.287271340834605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.351018420673787,11626
Peng Yue,2025-01-01,2,3.9,1,2.1,1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.29058549092474,1,2.1,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.287271340834605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12064
Peng Zhang,2023-01-01,19,66.6,13,30.4,0,0,6,36.2,0,0,0,0,0,0,0,0,0,0,0,0,77,116,6.95431767245676,15,40.4,14,36.8,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,80,6.15781370899349,12,26.4,7,14,2,3.7,3,8.7,0,0,0,0,0,0,0,0,0,0,0,0,94,106,25.9349919640644,181
Peng Zhang,2024-01-01,20,144.7,13,96.6,1,0.1,6,48,0,0,0,0,0,0,0,0,0,0,0,0,134,180,10.437397163131,19,66.6,13,30.4,0,0,6,36.2,0,0,0,0,0,0,0,0,0,0,0,0,77,116,6.95431767245676,15,40.4,14,36.8,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,80,6.15781370899349,178
Peng Zhang,2025-01-01,12,106.8,6,69.2,0,0,6,37.6,0,0,0,0,0,0,0,0,1,0,0,1,72,103,5.29912534608869,20,144.7,13,96.6,1,0.1,6,48,0,0,0,0,0,0,0,0,0,0,0,0,134,180,10.437397163131,19,66.6,13,30.4,0,0,6,36.2,0,0,0,0,0,0,0,0,0,0,0,0,77,116,6.95431767245676,172
Peng Zhao,2023-01-01,2,3.3,1,0.1,0,0,1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.111802120075196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11105
Peng Zhao,2024-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.43006779103584e-02,2,3.3,1,0.1,0,0,1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.111802120075196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8223
Peng Zhao,2025-01-01,3,5.8,2,0.2,1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0.769518284285908,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.43006779103584e-02,2,3.3,1,0.1,0,0,1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.111802120075196,8655
Peng Zhou,2023-01-01,2,2.8,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.111819669591742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12860
Peng Zhou,2024-01-01,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.75524580963088e-02,2,2.8,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.111819669591742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10436
Peng Zhou,2025-01-01,3,20.1,2,16.7,0,0,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.754561982488157,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.75524580963088e-02,2,2.8,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.111819669591742,9691
Pengbo Deng,2023-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.578051825828302,3,4.5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,1.24966659133718,2,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,3.65562836849379,6821
Pengbo Deng,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.578051825828302,3,4.5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,1.24966659133718,6703
Pengbo Deng,2025-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.44166685867946e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.578051825828302,6399
Pengfei Cui,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.450648774033294,1,3.4,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1.29296306771669,12018
Pengfei Cui,2024-01-01,1,4.4,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.349991423565188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.450648774033294,12581
