entity,annee,pub_count_publications,pub_sum_Impact_factor,pub_count_Author,pub_sum_author,pub_count_First_Author,pub_sum_first_author,pub_count_Last_Author,pub_sum_last_author,guid_count_publications,guid_sum_Impact_factor,guid_count_Author,guid_sum_author,guid_count_First_Author,guid_sum_first_author,guid_count_Last_Author,guid_sum_last_author,nombre_session_congress,cong_count_chair,cong_count_poster,cong_count_speaker,count_collab_distinct,count_collab,sum_score_collab,pub_count_publications_a-1,pub_sum_Impact_factor_a-1,pub_count_Author_a-1,pub_sum_author_a-1,pub_count_First_Author_a-1,pub_sum_first_author_a-1,pub_count_Last_Author_a-1,pub_sum_last_author_a-1,guid_count_publications_a-1,guid_sum_Impact_factor_a-1,guid_count_Author_a-1,guid_sum_author_a-1,guid_count_First_Author_a-1,guid_sum_first_author_a-1,guid_count_Last_Author_a-1,guid_sum_last_author_a-1,nombre_session_congress_a-1,cong_count_chair_a-1,cong_count_poster_a-1,cong_count_speaker_a-1,count_collab_distinct_a-1,count_collab_a-1,sum_score_collab_a-1,pub_count_publications_a-2,pub_sum_Impact_factor_a-2,pub_count_Author_a-2,pub_sum_author_a-2,pub_count_First_Author_a-2,pub_sum_first_author_a-2,pub_count_Last_Author_a-2,pub_sum_last_author_a-2,guid_count_publications_a-2,guid_sum_Impact_factor_a-2,guid_count_Author_a-2,guid_sum_author_a-2,guid_count_First_Author_a-2,guid_sum_first_author_a-2,guid_count_Last_Author_a-2,guid_sum_last_author_a-2,nombre_session_congress_a-2,cong_count_chair_a-2,cong_count_poster_a-2,cong_count_speaker_a-2,count_collab_distinct_a-2,count_collab_a-2,sum_score_collab_a-2,ranking
A N Gratchev,2023-01-01,2,0.2,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.12997171953907,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7.64465807066419e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8735
A N Gratchev,2024-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5.50825258519153e-02,2,0.2,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.12997171953907,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7.64465807066419e-02,8223
A N Gratchev,2025-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6.44197168761032e-02,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5.50825258519153e-02,2,0.2,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.12997171953907,5888
Aadel A Chaudhuri,2023-01-01,2,6.9,0,0,0,0,2,6.9,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1.06431968012145,8,99.6,7,57.5,0,0,1,42.1,0,0,0,0,0,0,0,0,1,0,0,1,53,67,4.83400583936543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935
Aadel A Chaudhuri,2024-01-01,3,0.3,1,0.1,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.34796182760207,2,6.9,0,0,0,0,2,6.9,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1.06431968012145,8,99.6,7,57.5,0,0,1,42.1,0,0,0,0,0,0,0,0,1,0,0,1,53,67,4.83400583936543,2155
Aadel A Chaudhuri,2025-01-01,2,29.8,1,29.7,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,23,23,1.11685217861853,3,0.3,1,0.1,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.34796182760207,2,6.9,0,0,0,0,2,6.9,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1.06431968012145,2307
Aakash Desai,2023-01-01,5,20.1,1,4,4,16.1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,354,366,29.2696569794895,7,55.9,2,0.2,3,55.5,2,0.2,0,0,0,0,0,0,0,0,3,0,2,1,110,112,9.11592271690418,1,4.4,0,0,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.745591733590211,285
Aakash Desai,2024-01-01,7,22.2,3,8,3,14.1,1,0.1,0,0,0,0,0,0,0,0,2,0,0,2,72,74,4.82868210843337,5,20.1,1,4,4,16.1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,354,366,29.2696569794895,7,55.9,2,0.2,3,55.5,2,0.2,0,0,0,0,0,0,0,0,3,0,2,1,110,112,9.11592271690418,300
Aakash Desai,2025-01-01,12,83.3,8,54.5,2,13.8,2,15,0,0,0,0,0,0,0,0,0,0,0,0,100,107,6.38984998764909,7,22.2,3,8,3,14.1,1,0.1,0,0,0,0,0,0,0,0,2,0,0,2,72,74,4.82868210843337,5,20.1,1,4,4,16.1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,354,366,29.2696569794895,309
Aaron Allen,2023-01-01,2,8.7,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0.937068135646999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5,0,0,0,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.686331990964216,9893
Aaron Allen,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.7,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0.937068135646999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10436
Aaron Allen,2025-01-01,1,6.4,1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.293510524117658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.7,2,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0.937068135646999,10904
Aaron Lisberg,2023-01-01,5,130.3,4,109.3,0,0,1,21,0,0,0,0,0,0,0,0,2,0,1,1,182,191,14.2533546485861,2,14.4,1,10,0,0,1,4.4,0,0,0,0,0,0,0,0,2,0,2,1,339,344,32.5263444454874,4,7.6,3,3.2,0,0,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,13,20,4.70889904439488,558
Aaron Lisberg,2024-01-01,4,54.4,3,51.8,0,0,1,2.6,0,0,0,0,0,0,0,0,2,0,1,1,361,377,26.5256146398553,5,130.3,4,109.3,0,0,1,21,0,0,0,0,0,0,0,0,2,0,1,1,182,191,14.2533546485861,2,14.4,1,10,0,0,1,4.4,0,0,0,0,0,0,0,0,2,0,2,1,339,344,32.5263444454874,539
Aaron Lisberg,2025-01-01,5,80.7,4,75.9,1,4.8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,197,218,13.256209038325,4,54.4,3,51.8,0,0,1,2.6,0,0,0,0,0,0,0,0,2,0,1,1,361,377,26.5256146398553,5,130.3,4,109.3,0,0,1,21,0,0,0,0,0,0,0,0,2,0,1,1,182,191,14.2533546485861,568
Aaron N Hata,2023-01-01,3,48.8,3,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1.00213589316042,5,48.2,4,48.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,32,34,2.53139409000286,3,93.2,3,93.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,4.06099252501734,3314
Aaron N Hata,2024-01-01,1,29.7,1,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.844883851689274,3,48.8,3,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1.00213589316042,5,48.2,4,48.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,32,34,2.53139409000286,3217
Aaron N Hata,2025-01-01,5,193.5,5,193.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,1.95159042471068,1,29.7,1,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.844883851689274,3,48.8,3,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1.00213589316042,2918
Aaron R Dezube,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0.532504213542296,3,7.3,1,0.1,2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1.4320416543905,6821
Aaron R Dezube,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0.532504213542296,8223
Aaron R Dezube,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8655
Aaron S Mansfield,2023-01-01,4,104.5,4,104.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,266,274,21.6852180656127,7,144.1,3,63.2,1,6.8,3,74.1,0,0,0,0,0,0,0,0,5,0,3,2,323,336,30.1568995705669,3,54.6,2,51.6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,11.1027599316086,260
Aaron S Mansfield,2024-01-01,5,68.8,4,65.8,0,0,1,3,0,0,0,0,0,0,0,0,3,1,1,2,261,272,18.4077571663844,4,104.5,4,104.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,266,274,21.6852180656127,7,144.1,3,63.2,1,6.8,3,74.1,0,0,0,0,0,0,0,0,5,0,3,2,323,336,30.1568995705669,314
Aaron S Mansfield,2025-01-01,3,11.3,3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,57,58,3.41428178730382,5,68.8,4,65.8,0,0,1,3,0,0,0,0,0,0,0,0,3,1,1,2,261,272,18.4077571663844,4,104.5,4,104.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,266,274,21.6852180656127,330
Aaron Tan,2023-01-01,2,12,1,7.1,0,0,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.344684204639531,7,75.4,2,10.6,5,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,3.98286754296602,5,28.9,5,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,48,9.89490289559023,1137
Aaron Tan,2024-01-01,5,30.6,2,21,2,5.2,1,4.4,0,0,0,0,0,0,0,0,1,0,1,0,53,74,4.09692925167582,2,12,1,7.1,0,0,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.344684204639531,7,75.4,2,10.6,5,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,3.98286754296602,855
Aaron Tan,2025-01-01,6,90.3,4,84.2,0,0,2,6.1,0,0,0,0,0,0,0,0,1,0,0,1,141,146,8.51243987642563,5,30.6,2,21,2,5.2,1,4.4,0,0,0,0,0,0,0,0,1,0,1,0,53,74,4.09692925167582,2,12,1,7.1,0,0,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.344684204639531,862
Aasthaa Bansal,2023-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.186878951858634,3,52.7,3,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0.659509172901535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12578
Aasthaa Bansal,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.186878951858634,3,52.7,3,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0.659509172901535,12947
Aasthaa Bansal,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.24421000947278e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.186878951858634,13041
Abbas E Abbas,2023-01-01,2,9.6,2,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.696241969926212,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.206224784464546,2,0.2,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1.92257080753045,6821
Abbas E Abbas,2024-01-01,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.648352152816733,2,9.6,2,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.696241969926212,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.206224784464546,8223
Abbas E Abbas,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.648352152816733,2,9.6,2,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.696241969926212,8655
Abby White,2023-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.37228936017271e-02,2,2.2,0,0,0,0,2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0.732115876748486,2,5,1,4.9,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1.61276912817027,6821
Abby White,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.37228936017271e-02,2,2.2,0,0,0,0,2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0.732115876748486,8223
Abby White,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.37228936017271e-02,8655
Abdul Hai Mansoor,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9893
Abdul Hai Mansoor,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9247
Abdul Hai Mansoor,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,97,5.60974915402843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5396
Abdul Rafeh Naqash,2023-01-01,2,52.4,0,0,1,10.3,1,42.1,0,0,0,0,0,0,0,0,1,0,1,0,183,186,13.9972838028258,5,20.8,5,20.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,177,190,16.8716688380092,2,22.6,1,0.1,0,0,1,22.5,0,0,0,0,0,0,0,0,0,0,0,0,48,48,11.9675787294672,411
Abdul Rafeh Naqash,2024-01-01,8,77.4,4,61.4,1,5.3,3,10.7,0,0,0,0,0,0,0,0,1,1,1,1,243,468,30.8660852844322,2,52.4,0,0,1,10.3,1,42.1,0,0,0,0,0,0,0,0,1,0,1,0,183,186,13.9972838028258,5,20.8,5,20.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,177,190,16.8716688380092,263
Abdul Rafeh Naqash,2025-01-01,11,121.6,8,107.9,0,0,3,13.7,0,0,0,0,0,0,0,0,4,1,0,4,359,585,35.8571264777454,8,77.4,4,61.4,1,5.3,3,10.7,0,0,0,0,0,0,0,0,1,1,1,1,243,468,30.8660852844322,2,52.4,0,0,1,10.3,1,42.1,0,0,0,0,0,0,0,0,1,0,1,0,183,186,13.9972838028258,259
Abdul Rahman Jazieh,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.7,0,0,1,4.3,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.565267033845143,2,24.2,0,0,2,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.66212276456625,6821
Abdul Rahman Jazieh,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.7,0,0,1,4.3,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.565267033845143,9247
Abdul Rahman Jazieh,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9691
Abdullah Sakin,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.4,4,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,56,3.51979078038684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679
Abdullah Sakin,2024-01-01,2,1.4,2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0.986707563615813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.4,4,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,56,3.51979078038684,9247
Abdullah Sakin,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0.986707563615813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8655
Abdulmalik Saleh Alfawaz Altamimi,2023-01-01,4,3.1,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0.846407333170786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.326901505590562,9893
Abdulmalik Saleh Alfawaz Altamimi,2024-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.12320497800672e-02,4,3.1,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0.846407333170786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11626
Abdulmalik Saleh Alfawaz Altamimi,2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.12320497800672e-02,4,3.1,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0.846407333170786,12064
Abdurrahman Isikdogan,2023-01-01,2,3.7,1,2.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.723894158163731,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.51438192158448e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8735
Abdurrahman Isikdogan,2024-01-01,1,1.3,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.902674192604203,2,3.7,1,2.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.723894158163731,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.51438192158448e-02,9247
Abdurrahman Isikdogan,2025-01-01,1,0.1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.83764879209237e-02,1,1.3,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.902674192604203,2,3.7,1,2.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.723894158163731,9691
Abdussamet Celebi,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12018
Abdussamet Celebi,2024-01-01,2,5.6,2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,1.3791079262707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12947
Abdussamet Celebi,2025-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.219658035105273,2,5.6,2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,1.3791079262707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12064
Abed Agbarya,2023-01-01,3,11.8,1,3,0,0,2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,35,38,2.72639344331342,5,12.8,2,6.4,1,2.9,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,27,36,2.91488630799005,3,6.9,1,0.1,0,0,2,6.8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.56396013106722,1458
Abed Agbarya,2024-01-01,7,26.4,5,20.1,0,0,2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,40,58,3.22117124693163,3,11.8,1,3,0,0,2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,35,38,2.72639344331342,5,12.8,2,6.4,1,2.9,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,27,36,2.91488630799005,878
Abed Agbarya,2025-01-01,5,12.5,4,9.6,1,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,338,350,21.4821474324348,7,26.4,5,20.1,0,0,2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,40,58,3.22117124693163,3,11.8,1,3,0,0,2,8.8,0,0,0,0,0,0,0,0,0,0,0,0,35,38,2.72639344331342,919
Abel Gomez Caro,2023-01-01,2,4.5,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,1.10942778748331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12018
Abel Gomez Caro,2024-01-01,2,2.4,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.33829973609685,2,4.5,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,1.10942778748331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12581
Abel Gomez Caro,2025-01-01,1,2.3,1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.94358070881741e-02,2,2.4,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.33829973609685,2,4.5,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,1.10942778748331,12858
Abhenil Mittal,2023-01-01,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,181,182,16.0115845919367,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1.14910832268198,4548
Abhenil Mittal,2024-01-01,2,4.6,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.426118986860112,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,181,182,16.0115845919367,5111
Abhenil Mittal,2025-01-01,1,3.4,0,0,0,0,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.125905202341701,2,4.6,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.426118986860112,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5396
Abhijit Pal,2023-01-01,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,44,3.0132695404507,2,12.6,2,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.82397701689188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996
Abhijit Pal,2024-01-01,3,0.3,2,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,15,22,1.19939504880824,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,44,3.0132695404507,2,12.6,2,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.82397701689188,5568
Abhijit Pal,2025-01-01,2,4.5,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,1.27576058566523,3,0.3,2,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,15,22,1.19939504880824,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,44,3.0132695404507,5888
Abhishek Mahajan,2023-01-01,3,0.3,1,0.1,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1.3734544140778,5,0.5,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,2.85000752836073,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.51445495483189,3583
Abhishek Mahajan,2024-01-01,3,7.6,1,3,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,1.45523042822906,3,0.3,1,0.1,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1.3734544140778,5,0.5,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,2.85000752836073,3067
